Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Season,Source,Start_Hour,Production
12/30/2021,Thursday,364,12,December,Winter,Wind,11,9300
9/16/2021,Thursday,259,5,September,Fall,Wind,4,705
6/28/2021,Monday,179,6,June,Summer,Wind,5,1317
11/23/2022,Wednesday,327,12,November,Fall,Wind,11,13734
12/25/2021,Saturday,359,5,December,Winter,Wind,4,2491
3/30/2020,Monday,90,20,March,Spring,Wind,19,9614
4/2/2022,Saturday,92,19,April,Spring,Wind,18,9446
5/5/2021,Wednesday,125,1,May,Spring,Wind,0,6750
3/8/2021,Monday,67,8,March,Spring,Wind,7,3333
7/14/2021,Wednesday,195,16,July,Summer,Wind,15,8891
2/15/2022,Tuesday,46,16,February,Winter,Wind,15,13655
12/25/2020,Friday,360,11,December,Winter,Wind,10,6831
8/14/2021,Saturday,226,12,August,Summer,Solar,11,4598
1/26/2020,Sunday,26,5,January,Winter,Wind,4,2407
7/18/2021,Sunday,199,10,July,Summer,Wind,9,5324
8/11/2020,Tuesday,224,6,August,Summer,Wind,5,838
12/16/2021,Thursday,350,1,December,Winter,Wind,0,1963
1/27/2020,Monday,27,3,January,Winter,Wind,2,8486
3/2/2020,Monday,62,7,March,Spring,Wind,6,6245
2/7/2021,Sunday,38,0,February,Winter,Wind,23,1739
5/5/2021,Wednesday,125,23,May,Spring,Wind,22,3692
2/16/2022,Wednesday,47,18,February,Winter,Wind,17,15972
5/15/2021,Saturday,135,8,May,Spring,Wind,7,4739
12/9/2020,Wednesday,344,0,December,Winter,Wind,23,4479
6/15/2022,Wednesday,166,21,June,Summer,Wind,20,2041
6/29/2022,Wednesday,180,20,June,Summer,Wind,19,2697
4/11/2021,Sunday,101,15,April,Spring,Wind,14,7658
8/10/2020,Monday,223,17,August,Summer,Solar,16,3057
8/13/2022,Saturday,225,18,August,Summer,Solar,17,5162
5/30/2021,Sunday,150,14,May,Spring,Solar,13,6693
1/5/2020,Sunday,5,22,January,Winter,Wind,21,1944
1/18/2021,Monday,18,16,January,Winter,Wind,15,5472
1/22/2022,Saturday,22,12,January,Winter,Solar,11,4654
8/27/2022,Saturday,239,23,August,Summer,Wind,22,4309
11/11/2020,Wednesday,316,4,November,Fall,Wind,3,608
4/28/2021,Wednesday,118,10,April,Spring,Solar,9,1431
4/22/2022,Friday,112,20,April,Spring,Wind,19,3354
10/5/2022,Wednesday,278,23,October,Fall,Wind,22,6523
12/12/2022,Monday,346,23,December,Winter,Wind,22,6733
6/30/2020,Tuesday,182,2,June,Summer,Wind,1,3778
12/12/2021,Sunday,346,16,December,Winter,Wind,15,3406
5/14/2021,Friday,134,11,May,Spring,Wind,10,6084
12/14/2021,Tuesday,348,16,December,Winter,Solar,15,1717
3/20/2022,Sunday,79,22,March,Spring,Wind,21,3803
6/19/2021,Saturday,170,4,June,Summer,Wind,3,1567
5/22/2021,Saturday,142,17,May,Spring,Wind,16,11500
7/14/2020,Tuesday,196,16,July,Summer,Solar,15,5718
12/13/2022,Tuesday,347,13,December,Winter,Wind,12,4220
12/31/2021,Friday,365,20,December,Winter,Wind,19,3870
10/9/2022,Sunday,282,2,October,Fall,Wind,1,4252
11/20/2021,Saturday,324,6,November,Fall,Wind,5,1566
11/7/2021,Sunday,311,9,November,Fall,Wind,8,5753
12/13/2021,Monday,347,21,December,Winter,Wind,20,1610
1/16/2020,Thursday,16,1,January,Winter,Wind,0,3422
2/23/2021,Tuesday,54,6,February,Winter,Wind,5,6550
5/1/2020,Friday,122,21,May,Spring,Wind,20,7607
2/26/2021,Friday,57,1,February,Winter,Wind,0,2091
11/24/2022,Thursday,328,18,November,Fall,Wind,17,9991
4/1/2020,Wednesday,92,10,April,Spring,Wind,9,3625
11/4/2021,Thursday,308,4,November,Fall,Wind,3,2899
8/31/2022,Wednesday,243,18,August,Summer,Wind,17,5446
12/4/2020,Friday,339,17,December,Winter,Wind,16,5061
6/21/2020,Sunday,173,15,June,Summer,Wind,14,7922
5/26/2020,Tuesday,147,9,May,Spring,Wind,8,2998
12/18/2021,Saturday,352,10,December,Winter,Wind,9,6713
4/7/2022,Thursday,97,11,April,Spring,Wind,10,17301
1/24/2021,Sunday,24,7,January,Winter,Wind,6,3267
4/2/2022,Saturday,92,6,April,Spring,Wind,5,9702
7/24/2022,Sunday,205,8,July,Summer,Wind,7,1492
4/2/2021,Friday,92,23,April,Spring,Wind,22,10937
5/10/2021,Monday,130,12,May,Spring,Wind,11,9785
8/19/2021,Thursday,231,22,August,Summer,Wind,21,1016
3/14/2022,Monday,73,9,March,Spring,Wind,8,4302
10/23/2020,Friday,297,7,October,Fall,Wind,6,2189
2/2/2021,Tuesday,33,18,February,Winter,Wind,17,9228
5/17/2021,Monday,137,14,May,Spring,Wind,13,15419
3/4/2020,Wednesday,64,1,March,Spring,Wind,0,3987
7/23/2022,Saturday,204,15,July,Summer,Solar,14,6511
8/8/2022,Monday,220,16,August,Summer,Solar,15,10255
5/31/2022,Tuesday,151,18,May,Spring,Solar,17,6817
10/16/2020,Friday,290,10,October,Fall,Wind,9,3338
3/31/2020,Tuesday,91,6,March,Spring,Wind,5,6377
10/9/2020,Friday,283,20,October,Fall,Wind,19,2696
8/9/2021,Monday,221,22,August,Summer,Wind,21,966
8/19/2020,Wednesday,232,1,August,Summer,Wind,0,869
5/25/2020,Monday,146,21,May,Spring,Wind,20,2657
4/22/2021,Thursday,112,12,April,Spring,Solar,11,7823
7/10/2022,Sunday,191,2,July,Summer,Wind,1,5668
7/27/2020,Monday,209,13,July,Summer,Wind,12,10256
5/29/2022,Sunday,149,2,May,Spring,Wind,1,6369
11/17/2020,Tuesday,322,0,November,Fall,Wind,23,2854
9/30/2021,Thursday,273,5,September,Fall,Wind,4,1731
1/25/2021,Monday,25,13,January,Winter,Wind,12,4893
6/10/2022,Friday,161,5,June,Summer,Wind,4,2337
1/6/2021,Wednesday,6,16,January,Winter,Wind,15,1426
11/9/2021,Tuesday,313,8,November,Fall,Wind,7,1939
4/11/2020,Saturday,102,8,April,Spring,Wind,7,1900
5/20/2020,Wednesday,141,7,May,Spring,Wind,6,2856
5/2/2020,Saturday,123,17,May,Spring,Wind,16,5517
12/18/2021,Saturday,352,2,December,Winter,Wind,1,6418
5/19/2022,Thursday,139,23,May,Spring,Wind,22,2542
2/6/2021,Saturday,37,9,February,Winter,Wind,8,2362
5/27/2022,Friday,147,20,May,Spring,Wind,19,4617
4/27/2020,Monday,118,2,April,Spring,Wind,1,295
12/8/2020,Tuesday,343,15,December,Winter,Wind,14,2829
11/20/2021,Saturday,324,20,November,Fall,Wind,19,236
4/1/2022,Friday,91,6,April,Spring,Wind,5,8786
10/28/2021,Thursday,301,12,October,Fall,Wind,11,7489
5/29/2022,Sunday,149,20,May,Spring,Wind,19,5235
8/28/2022,Sunday,240,1,August,Summer,Wind,0,4270
9/22/2022,Thursday,265,16,September,Fall,Solar,15,5500
9/16/2021,Thursday,259,2,September,Fall,Wind,1,908
9/14/2022,Wednesday,257,22,September,Fall,Wind,21,1898
8/6/2021,Friday,218,11,August,Summer,Wind,10,10970
7/3/2021,Saturday,184,2,July,Summer,Wind,1,2037
3/5/2021,Friday,64,11,March,Spring,Wind,10,7772
3/15/2020,Sunday,75,6,March,Spring,Wind,5,4838
6/24/2021,Thursday,175,3,June,Summer,Wind,2,2262
11/29/2022,Tuesday,333,8,November,Fall,Wind,7,1458
8/6/2021,Friday,218,19,August,Summer,Wind,18,7502
6/2/2022,Thursday,153,2,June,Summer,Wind,1,4602
9/9/2021,Thursday,252,22,September,Fall,Wind,21,2768
11/3/2021,Wednesday,307,8,November,Fall,Wind,7,4059
4/1/2021,Thursday,91,22,April,Spring,Wind,21,7665
11/27/2020,Friday,332,17,November,Fall,Wind,16,1662
7/17/2021,Saturday,198,7,July,Summer,Wind,6,2797
8/7/2022,Sunday,219,23,August,Summer,Wind,22,7169
10/31/2021,Sunday,304,7,October,Fall,Wind,6,8732
9/25/2022,Sunday,268,13,September,Fall,Solar,12,6161
12/13/2020,Sunday,348,1,December,Winter,Wind,0,5105
10/12/2022,Wednesday,285,22,October,Fall,Wind,21,775
10/19/2021,Tuesday,292,15,October,Fall,Wind,14,9102
6/7/2021,Monday,158,7,June,Summer,Wind,6,1268
1/23/2022,Sunday,23,21,January,Winter,Wind,20,4100
8/11/2021,Wednesday,223,0,August,Summer,Wind,23,649
10/24/2021,Sunday,297,9,October,Fall,Wind,8,4719
10/10/2020,Saturday,284,4,October,Fall,Wind,3,2694
11/27/2022,Sunday,331,15,November,Fall,Wind,14,7208
11/1/2020,Sunday,306,20,November,Fall,Wind,19,11879
9/29/2021,Wednesday,272,18,September,Fall,Wind,17,9091
9/8/2021,Wednesday,251,3,September,Fall,Wind,2,5381
7/21/2020,Tuesday,203,7,July,Summer,Wind,6,3779
7/17/2020,Friday,199,1,July,Summer,Wind,0,1815
9/1/2020,Tuesday,245,19,September,Fall,Wind,18,3107
12/10/2022,Saturday,344,17,December,Winter,Wind,16,1838
10/3/2021,Sunday,276,10,October,Fall,Wind,9,8804
7/6/2020,Monday,188,6,July,Summer,Wind,5,5078
1/2/2021,Saturday,2,11,January,Winter,Wind,10,2099
11/13/2021,Saturday,317,6,November,Fall,Wind,5,5608
6/8/2021,Tuesday,159,8,June,Summer,Wind,7,1353
4/1/2021,Thursday,91,13,April,Spring,Solar,12,5138
7/24/2021,Saturday,205,1,July,Summer,Wind,0,5890
8/16/2020,Sunday,229,20,August,Summer,Wind,19,2439
4/1/2021,Thursday,91,12,April,Spring,Solar,11,4493
4/26/2020,Sunday,117,20,April,Spring,Solar,19,826
4/3/2020,Friday,94,15,April,Spring,Solar,14,4937
8/26/2020,Wednesday,239,8,August,Summer,Wind,7,8615
10/7/2021,Thursday,280,21,October,Fall,Wind,20,2707
11/28/2021,Sunday,332,18,November,Fall,Wind,17,6789
6/9/2022,Thursday,160,21,June,Summer,Wind,20,2854
5/12/2020,Tuesday,133,7,May,Spring,Wind,6,5427
5/18/2022,Wednesday,138,11,May,Spring,Solar,10,4887
7/28/2021,Wednesday,209,16,July,Summer,Wind,15,10292
11/20/2022,Sunday,324,1,November,Fall,Wind,0,4214
6/14/2021,Monday,165,15,June,Summer,Solar,14,5482
11/27/2021,Saturday,331,23,November,Fall,Wind,22,7448
10/5/2021,Tuesday,278,11,October,Fall,Wind,10,10634
5/13/2020,Wednesday,134,19,May,Spring,Wind,18,8593
9/24/2020,Thursday,268,1,September,Fall,Wind,0,6985
3/30/2022,Wednesday,89,20,March,Spring,Wind,19,2387
3/15/2022,Tuesday,74,9,March,Spring,Wind,8,4813
11/24/2022,Thursday,328,3,November,Fall,Wind,2,11515
2/12/2021,Friday,43,1,February,Winter,Wind,0,7714
8/25/2020,Tuesday,238,8,August,Summer,Wind,7,4875
11/30/2020,Monday,335,2,November,Fall,Wind,1,1537
3/30/2022,Wednesday,89,19,March,Spring,Wind,18,3054
9/28/2022,Wednesday,271,11,September,Fall,Wind,10,5132
1/31/2022,Monday,31,13,January,Winter,Wind,12,16588
6/16/2020,Tuesday,168,10,June,Summer,Solar,9,2228
12/8/2022,Thursday,342,12,December,Winter,Wind,11,2626
7/22/2021,Thursday,203,19,July,Summer,Solar,18,4196
6/15/2022,Wednesday,166,8,June,Summer,Wind,7,2431
10/10/2020,Saturday,284,16,October,Fall,Wind,15,7326
12/11/2020,Friday,346,5,December,Winter,Wind,4,7890
4/27/2021,Tuesday,117,15,April,Spring,Solar,14,3324
3/13/2020,Friday,73,3,March,Spring,Wind,2,8127
11/4/2022,Friday,308,22,November,Fall,Wind,21,5577
1/25/2020,Saturday,25,15,January,Winter,Solar,14,2184
2/3/2021,Wednesday,34,7,February,Winter,Wind,6,8699
9/4/2020,Friday,248,8,September,Fall,Wind,7,1232
4/6/2021,Tuesday,96,0,April,Spring,Wind,23,3992
1/21/2022,Friday,21,20,January,Winter,Wind,19,3785
11/13/2020,Friday,318,12,November,Fall,Wind,11,7388
4/20/2020,Monday,111,11,April,Spring,Wind,10,5506
4/6/2020,Monday,97,15,April,Spring,Wind,14,6087
10/15/2020,Thursday,289,4,October,Fall,Wind,3,4355
12/3/2022,Saturday,337,9,December,Winter,Wind,8,6636
7/21/2022,Thursday,202,14,July,Summer,Solar,13,6778
6/17/2021,Thursday,168,14,June,Summer,Wind,13,4901
3/22/2021,Monday,81,10,March,Spring,Wind,9,5060
10/30/2022,Sunday,303,14,October,Fall,Solar,13,6447
6/16/2020,Tuesday,168,18,June,Summer,Solar,17,2923
12/5/2021,Sunday,339,18,December,Winter,Wind,17,6115
1/29/2020,Wednesday,29,7,January,Winter,Wind,6,7788
9/16/2020,Wednesday,260,7,September,Fall,Wind,6,526
7/30/2021,Friday,211,23,July,Summer,Wind,22,7295
11/10/2022,Thursday,314,21,November,Fall,Wind,20,4131
2/12/2020,Wednesday,43,12,February,Winter,Wind,11,9951
3/8/2021,Monday,67,12,March,Spring,Solar,11,4716
3/4/2020,Wednesday,64,10,March,Spring,Wind,9,3752
5/26/2020,Tuesday,147,19,May,Spring,Wind,18,6277
1/21/2020,Tuesday,21,9,January,Winter,Wind,8,3430
5/24/2021,Monday,144,1,May,Spring,Wind,0,9908
4/14/2021,Wednesday,104,2,April,Spring,Wind,1,4020
1/30/2020,Thursday,30,23,January,Winter,Wind,22,9918
4/23/2020,Thursday,114,4,April,Spring,Wind,3,2541
1/2/2021,Saturday,2,9,January,Winter,Wind,8,1709
11/25/2020,Wednesday,330,1,November,Fall,Wind,0,6958
8/23/2020,Sunday,236,6,August,Summer,Wind,5,4279
12/24/2020,Thursday,359,12,December,Winter,Wind,11,10916
12/9/2020,Wednesday,344,9,December,Winter,Wind,8,2951
10/5/2020,Monday,279,7,October,Fall,Wind,6,9314
12/14/2022,Wednesday,348,17,December,Winter,Wind,16,2252
8/16/2021,Monday,228,18,August,Summer,Wind,17,9622
5/31/2022,Tuesday,151,0,May,Spring,Wind,23,2031
2/18/2022,Friday,49,19,February,Winter,Wind,18,13238
4/10/2022,Sunday,100,23,April,Spring,Wind,22,6732
11/16/2022,Wednesday,320,7,November,Fall,Wind,6,8891
10/16/2021,Saturday,289,12,October,Fall,Solar,11,3963
7/11/2021,Sunday,192,13,July,Summer,Solar,12,4745
10/13/2020,Tuesday,287,22,October,Fall,Wind,21,2813
9/1/2021,Wednesday,244,2,September,Fall,Wind,1,5976
10/16/2021,Saturday,289,19,October,Fall,Wind,18,726
2/26/2022,Saturday,57,9,February,Winter,Wind,8,5296
10/12/2022,Wednesday,285,10,October,Fall,Solar,9,1292
8/3/2020,Monday,216,6,August,Summer,Wind,5,1688
6/13/2020,Saturday,165,3,June,Summer,Wind,2,3116
11/18/2021,Thursday,322,23,November,Fall,Wind,22,1170
9/30/2021,Thursday,273,2,September,Fall,Wind,1,2244
5/16/2020,Saturday,137,21,May,Spring,Wind,20,3193
6/26/2020,Friday,178,9,June,Summer,Wind,8,3981
11/11/2021,Thursday,315,21,November,Fall,Wind,20,945
3/11/2021,Thursday,70,2,March,Spring,Wind,1,14015
3/8/2020,Sunday,68,14,March,Spring,Wind,13,13077
4/10/2022,Sunday,100,10,April,Spring,Solar,9,4274
5/5/2021,Wednesday,125,14,May,Spring,Wind,13,12083
6/12/2022,Sunday,163,7,June,Summer,Wind,6,2771
4/22/2021,Thursday,112,2,April,Spring,Wind,1,6195
11/2/2022,Wednesday,306,18,November,Fall,Wind,17,5764
2/8/2022,Tuesday,39,13,February,Winter,Solar,12,7502
2/25/2022,Friday,56,20,February,Winter,Wind,19,3155
7/5/2021,Monday,186,12,July,Summer,Solar,11,7031
5/10/2020,Sunday,131,1,May,Spring,Wind,0,2352
10/20/2021,Wednesday,293,3,October,Fall,Wind,2,11312
2/2/2020,Sunday,33,10,February,Winter,Wind,9,12167
6/10/2022,Friday,161,4,June,Summer,Wind,3,2384
1/21/2020,Tuesday,21,17,January,Winter,Wind,16,2477
3/6/2020,Friday,66,3,March,Spring,Wind,2,10808
9/16/2021,Thursday,259,12,September,Fall,Solar,11,2030
1/14/2020,Tuesday,14,3,January,Winter,Wind,2,12262
1/30/2022,Sunday,30,11,January,Winter,Solar,10,2888
2/15/2022,Tuesday,46,0,February,Winter,Wind,23,13989
3/10/2022,Thursday,69,4,March,Spring,Wind,3,5858
1/10/2021,Sunday,10,19,January,Winter,Wind,18,4075
12/9/2020,Wednesday,344,11,December,Winter,Wind,10,3691
7/21/2022,Thursday,202,9,July,Summer,Solar,8,2345
10/29/2022,Saturday,302,19,October,Fall,Wind,18,5357
7/9/2020,Thursday,191,20,July,Summer,Wind,19,4573
4/19/2020,Sunday,110,19,April,Spring,Wind,18,4733
3/29/2020,Sunday,89,15,March,Spring,Wind,14,14396
9/11/2020,Friday,255,15,September,Fall,Solar,14,3582
5/1/2022,Sunday,121,5,May,Spring,Wind,4,2579
12/2/2022,Friday,336,8,December,Winter,Wind,7,1834
3/17/2022,Thursday,76,2,March,Spring,Wind,1,5389
8/18/2021,Wednesday,230,3,August,Summer,Wind,2,2437
7/16/2022,Saturday,197,6,July,Summer,Wind,5,2992
5/25/2020,Monday,146,3,May,Spring,Wind,2,2840
12/11/2020,Friday,346,21,December,Winter,Wind,20,6459
7/23/2022,Saturday,204,17,July,Summer,Solar,16,6197
11/29/2020,Sunday,334,17,November,Fall,Wind,16,2659
2/8/2021,Monday,39,12,February,Winter,Solar,11,2264
5/30/2020,Saturday,151,10,May,Spring,Solar,9,3464
3/24/2020,Tuesday,84,2,March,Spring,Wind,1,6628
2/25/2020,Tuesday,56,16,February,Winter,Wind,15,12987
4/29/2020,Wednesday,120,1,April,Spring,Wind,0,5086
12/17/2021,Friday,351,4,December,Winter,Wind,3,7079
7/18/2022,Monday,199,8,July,Summer,Wind,7,3978
3/7/2022,Monday,66,6,March,Spring,Wind,5,6815
1/11/2022,Tuesday,11,9,January,Winter,Wind,8,2912
6/18/2021,Friday,169,4,June,Summer,Wind,3,3952
9/29/2020,Tuesday,273,7,September,Fall,Wind,6,1691
4/13/2022,Wednesday,103,0,April,Spring,Wind,23,1056
6/18/2020,Thursday,170,11,June,Summer,Solar,10,2939
10/21/2020,Wednesday,295,10,October,Fall,Wind,9,13322
3/6/2021,Saturday,65,17,March,Spring,Wind,16,6177
9/4/2020,Friday,248,6,September,Fall,Wind,5,1334
4/9/2022,Saturday,99,17,April,Spring,Solar,16,8336
3/11/2020,Wednesday,71,22,March,Spring,Wind,21,10542
11/24/2022,Thursday,328,19,November,Fall,Wind,18,10480
8/23/2022,Tuesday,235,9,August,Summer,Solar,8,1896
3/9/2021,Tuesday,68,11,March,Spring,Solar,10,4365
3/29/2021,Monday,88,7,March,Spring,Wind,6,3593
5/28/2021,Friday,148,13,May,Spring,Solar,12,5807
6/27/2021,Sunday,178,22,June,Summer,Wind,21,949
7/22/2020,Wednesday,204,10,July,Summer,Solar,9,2274
9/13/2022,Tuesday,256,15,September,Fall,Solar,14,5433
1/2/2020,Thursday,2,14,January,Winter,Wind,13,4138
1/30/2020,Thursday,30,1,January,Winter,Wind,0,5384
11/29/2022,Tuesday,333,19,November,Fall,Wind,18,1172
3/13/2021,Saturday,72,4,March,Spring,Wind,3,14679
1/27/2020,Monday,27,1,January,Winter,Wind,0,8878
1/4/2022,Tuesday,4,7,January,Winter,Wind,6,7164
8/13/2021,Friday,225,12,August,Summer,Solar,11,3898
6/18/2022,Saturday,169,19,June,Summer,Wind,18,6456
12/4/2021,Saturday,338,1,December,Winter,Wind,0,9482
7/17/2020,Friday,199,3,July,Summer,Wind,2,1728
12/18/2020,Friday,353,4,December,Winter,Wind,3,5668
10/11/2020,Sunday,285,7,October,Fall,Wind,6,3309
10/26/2022,Wednesday,299,18,October,Fall,Wind,17,3223
2/27/2021,Saturday,58,8,February,Winter,Wind,7,6052
9/2/2022,Friday,245,8,September,Fall,Wind,7,2253
12/3/2020,Thursday,338,20,December,Winter,Wind,19,12427
7/10/2020,Friday,192,12,July,Summer,Wind,11,5812
9/28/2020,Monday,272,2,September,Fall,Wind,1,4675
4/16/2021,Friday,106,20,April,Spring,Wind,19,5611
6/8/2020,Monday,160,8,June,Summer,Wind,7,1569
11/27/2022,Sunday,331,10,November,Fall,Wind,9,7970
9/13/2022,Tuesday,256,2,September,Fall,Wind,1,3309
6/12/2022,Sunday,163,22,June,Summer,Wind,21,3788
7/18/2021,Sunday,199,12,July,Summer,Solar,11,7976
4/30/2020,Thursday,121,10,April,Spring,Wind,9,6775
9/25/2022,Sunday,268,1,September,Fall,Wind,0,3278
12/15/2020,Tuesday,350,8,December,Winter,Wind,7,4115
8/29/2021,Sunday,241,14,August,Summer,Solar,13,7380
5/16/2020,Saturday,137,3,May,Spring,Wind,2,3519
12/13/2020,Sunday,348,14,December,Winter,Wind,13,7103
1/18/2021,Monday,18,19,January,Winter,Wind,18,5082
6/26/2021,Saturday,177,7,June,Summer,Wind,6,198
9/24/2022,Saturday,267,5,September,Fall,Wind,4,1017
10/13/2022,Thursday,286,7,October,Fall,Wind,6,2301
10/2/2021,Saturday,275,20,October,Fall,Wind,19,14160
7/24/2022,Sunday,205,14,July,Summer,Solar,13,7489
12/13/2022,Tuesday,347,21,December,Winter,Wind,20,3835
5/21/2020,Thursday,142,8,May,Spring,Wind,7,1690
5/17/2020,Sunday,138,16,May,Spring,Solar,15,4763
8/29/2022,Monday,241,10,August,Summer,Wind,9,4856
10/10/2020,Saturday,284,5,October,Fall,Wind,4,2632
11/27/2022,Sunday,331,17,November,Fall,Wind,16,6863
7/28/2021,Wednesday,209,15,July,Summer,Wind,14,10176
8/25/2021,Wednesday,237,3,August,Summer,Wind,2,6018
2/5/2022,Saturday,36,16,February,Winter,Wind,15,9590
5/21/2022,Saturday,141,4,May,Spring,Wind,3,2264
9/19/2022,Monday,262,3,September,Fall,Wind,2,2821
4/12/2022,Tuesday,102,6,April,Spring,Wind,5,7992
5/31/2020,Sunday,152,22,May,Spring,Wind,21,4566
8/25/2020,Tuesday,238,3,August,Summer,Wind,2,1286
8/22/2022,Monday,234,12,August,Summer,Solar,11,4989
11/30/2020,Monday,335,17,November,Fall,Wind,16,2751
12/16/2022,Friday,350,14,December,Winter,Solar,13,4761
1/5/2020,Sunday,5,8,January,Winter,Wind,7,1626
1/22/2022,Saturday,22,19,January,Winter,Wind,18,2323
9/23/2022,Friday,266,22,September,Fall,Wind,21,912
9/23/2022,Friday,266,13,September,Fall,Solar,12,4025
3/13/2022,Sunday,72,21,March,Spring,Wind,20,5905
4/14/2020,Tuesday,105,19,April,Spring,Wind,18,6515
9/2/2021,Thursday,245,19,September,Fall,Wind,18,5118
3/18/2021,Thursday,77,4,March,Spring,Wind,3,3457
7/10/2022,Sunday,191,7,July,Summer,Wind,6,4085
8/17/2020,Monday,230,6,August,Summer,Wind,5,1922
9/6/2020,Sunday,250,8,September,Fall,Wind,7,1264
5/25/2021,Tuesday,145,14,May,Spring,Wind,13,14393
7/25/2020,Saturday,207,21,July,Summer,Wind,20,4683
2/15/2021,Monday,46,5,February,Winter,Wind,4,10017
11/9/2020,Monday,314,8,November,Fall,Wind,7,2662
11/19/2020,Thursday,324,14,November,Fall,Wind,13,11143
8/8/2022,Monday,220,9,August,Summer,Wind,8,4926
2/19/2020,Wednesday,50,9,February,Winter,Wind,8,7418
12/20/2020,Sunday,355,3,December,Winter,Wind,2,4650
9/17/2022,Saturday,260,19,September,Fall,Wind,18,6303
11/17/2021,Wednesday,321,20,November,Fall,Wind,19,2152
3/11/2020,Wednesday,71,3,March,Spring,Wind,2,11315
11/3/2022,Thursday,307,5,November,Fall,Wind,4,9034
10/16/2021,Saturday,289,8,October,Fall,Wind,7,1545
5/29/2021,Saturday,149,15,May,Spring,Solar,14,6639
11/29/2022,Tuesday,333,6,November,Fall,Wind,5,1899
6/27/2022,Monday,178,17,June,Summer,Solar,16,6590
4/29/2022,Friday,119,19,April,Spring,Wind,18,4816
10/25/2022,Tuesday,298,10,October,Fall,Wind,9,3922
5/24/2021,Monday,144,22,May,Spring,Wind,21,10043
3/31/2022,Thursday,90,13,March,Spring,Wind,12,10672
3/22/2022,Tuesday,81,10,March,Spring,Wind,9,7110
9/10/2021,Friday,253,8,September,Fall,Wind,7,1455
11/12/2022,Saturday,316,22,November,Fall,Wind,21,3584
10/18/2021,Monday,291,22,October,Fall,Wind,21,4845
12/8/2020,Tuesday,343,8,December,Winter,Wind,7,2356
3/8/2020,Sunday,68,8,March,Spring,Wind,7,9809
1/13/2021,Wednesday,13,3,January,Winter,Wind,2,3305
8/3/2022,Wednesday,215,14,August,Summer,Solar,13,6522
12/4/2022,Sunday,338,6,December,Winter,Wind,5,3540
5/5/2020,Tuesday,126,3,May,Spring,Wind,2,6579
5/18/2021,Tuesday,138,7,May,Spring,Wind,6,3514
5/7/2022,Saturday,127,14,May,Spring,Solar,13,7015
5/4/2020,Monday,125,17,May,Spring,Solar,16,5092
11/18/2020,Wednesday,323,18,November,Fall,Wind,17,6191
7/10/2020,Friday,192,23,July,Summer,Wind,22,3126
12/2/2021,Thursday,336,21,December,Winter,Wind,20,4517
3/5/2020,Thursday,65,21,March,Spring,Wind,20,10489
4/23/2021,Friday,113,17,April,Spring,Wind,16,8565
5/8/2021,Saturday,128,15,May,Spring,Wind,14,13251
8/24/2021,Tuesday,236,6,August,Summer,Wind,5,4785
2/25/2020,Tuesday,56,10,February,Winter,Wind,9,7885
4/13/2020,Monday,104,8,April,Spring,Wind,7,5354
3/4/2021,Thursday,63,23,March,Spring,Wind,22,3145
11/9/2022,Wednesday,313,3,November,Fall,Wind,2,8859
10/22/2022,Saturday,295,14,October,Fall,Solar,13,6438
7/27/2020,Monday,209,12,July,Summer,Wind,11,9356
9/2/2020,Wednesday,246,14,September,Fall,Solar,13,4465
3/15/2022,Tuesday,74,4,March,Spring,Wind,3,6303
6/12/2021,Saturday,163,16,June,Summer,Solar,15,4643
1/29/2020,Wednesday,29,20,January,Winter,Wind,19,4333
5/4/2020,Monday,125,3,May,Spring,Wind,2,674
3/28/2022,Monday,87,2,March,Spring,Wind,1,2029
6/4/2022,Saturday,155,9,June,Summer,Wind,8,3189
4/28/2021,Wednesday,118,2,April,Spring,Wind,1,1719
10/11/2022,Tuesday,284,21,October,Fall,Wind,20,1921
7/13/2020,Monday,195,9,July,Summer,Solar,8,2041
1/25/2021,Monday,25,1,January,Winter,Wind,0,5802
11/7/2020,Saturday,312,15,November,Fall,Wind,14,3744
10/14/2022,Friday,287,11,October,Fall,Wind,10,6521
8/15/2022,Monday,227,20,August,Summer,Wind,19,3225
8/23/2022,Tuesday,235,15,August,Summer,Solar,14,5655
9/24/2022,Saturday,267,8,September,Fall,Wind,7,1145
8/22/2022,Monday,234,3,August,Summer,Wind,2,1927
11/1/2021,Monday,305,17,November,Fall,Wind,16,6650
10/24/2022,Monday,297,22,October,Fall,Wind,21,8277
